[,0,0,0,0,0,0,0,0,37,3,64,7,6,0,19,1,12,36,38,17,4,14,0,3,2,0,]
[,0,0,0,0,0,0,0,0,34,4,65,6,8,8,13,5,6,23,48,14,1,7,1,1,2,0,]
[,0,0,0,0,0,0,0,0,27,5,81,8,2,1,12,4,6,13,27,5,0,4,0,2,0,0,]
[,0,0,0,0,0,0,0,0,32,2,22,3,3,0,32,3,22,58,32,0,2,2,0,2,3,0,]
[,0,0,0,0,0,0,0,0,14,0,27,0,1,0,25,1,9,51,48,1,3,0,0,0,3,0,]
[,0,0,0,0,0,0,0,0,14,7,70,0,27,0,14,7,6,14,1,7,9,11,2,4,2,0,]
[,0,0,0,0,0,0,0,0,1,6,73,0,13,0,2,6,0,1,0,1,1,2,6,2,2,0,]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,37,34,27,32,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,3,4,5,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,64,65,81,22,27,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,7,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,6,8,2,3,1,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,19,13,12,32,25,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,1,5,4,3,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,12,6,6,22,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,36,23,13,58,51,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,38,48,27,32,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,17,14,5,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,4,1,0,2,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,14,7,4,2,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,3,1,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,2,2,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
